"TECHNICAL SKILLS
Primary Skills:

Programming languages: C# (4 years), C/C++ (1 year), Java (1 year), T-SQL(2 years)

Scripting languages: Python (2 year), javascript(2 year), PHP(6 months)

Markup Language: HTML, XML, XAML (3 years)

Development IDEs: MS Visual Studio (4+ years), Eclipse (2+ years)

Development frameworks: ASP .NET (3 years), WPF (2 years)

Databases: MS SQL Server 2005, 2008; MySQL.

Testing Tools:Automation tool: TestArchitect, Coded UI, Selenium

Software project management tool: JIRA, TFS

Source control: Microsoft Visual SourceSafe, TortoiseSVN, Team Foundation Server, Git","""SKL""","""TECHNICAL SKILLS"""
"SKILL METRICS
Experience: 0: 0 month 2: 6–12 months 4: 2–5 years
1: 1–6 months 3: 1–2 years 5: > 5 years
Last used: Last year used
Expertise : 1: Beginner 3: Sometimes have to use manuals 5: Expert
2: Always have to use manuals 4: Can solve problems
Experiences Last used
Expertise
1 2 3 4 5
Programming and Scripting Languages
C/C++ 2 2016 x
Java 3 2015 x
C# 4 2016 x
Python 4 2016 x
Java Script (framework) 4 2016 x
SQL 3 2016 x
Operating System
Windows XP/Vista 4 2014 x
Windows 7 4 2016 x
Windows 10 3 2016 x
Linux 3 2015 x
Software Testing
TestArchitect 4 2015 x
Coded UI 3 2016 x
Software development process
Agile/Scrum 3 2016 x
Languages
Vietnamese 5 2016 x
English 3 2016 x","""SKL""","""SKILL METRICS"""
"Professional Profile

Over  10  years  of  experience  in  project  managements  of  software  products  and  services  using  diversity  of
programming languages that brings satisfaction to clients.

15 years of experience in Java Software Program/Enterprise, Distributed System, Application/Components.

Proven record of implementing Service Platforms, Service-Oriented Architectures using Java technologies.

Demonstrated ability to design and to manage of the full lifecycle of software products focused on financial
services included insurance, commodity exchange, and investment and marketing services.

Professional communication skills in a multi-cultural environment worked abroad in South Korea and France. 

Experienced in design and developing and test Java product using Struts, Cocoon, Spring, Hibernate, Ofbiz.

Maturity  and  Robustness  of  critical  issues  resolutions,  diligent  work,  intelligent  thinking,  supportive  team
members and product owners.

Strict dedication to delivering deliverable project within deadline while adhering to demonstrated quality and
document standards with internal and external Stakeholders.

Professional  Project  Management  Framework  applied  to  manage  all  products  and  project  lifecycle  as
XP/Agile/Pmbok/Lean, etc.

Professional communication skills in a multi-cultural environment worked abroad in South Korea and France. 

Experienced in testing and developing for Insurance Products, E-commerce Systems, Multimedia Platforms,
Construction Products, Financial Products, CMS Portals, Cloud Service Products.","""SKL""","""Professional Profile"""
"Professional Development

Service Oriented Architectures Developments

Enterprise Software Design and Management

Project Management and Collaborations

Architecture Governance and Migration

ITIL v3 Service Management (ITSM)

Capability-based Planning and Designation

Cloud Platform Solutions and Financial Services

Business Processes Model and Notations","""SKL""","""Professional Development"""
"ICT Skill

Project  Managements: Scope  Definition,  Time  Management,  Communication  Management,  Iterative
Monitoring, Incremental Development, Quality Managements.

Cloud Computing: Cloud platform design and infrastructure, Enterprise-based Cloud Ecosystem, IaaS, Saas,
PaaS, Hybrid Cloud Platform, Big data, Internet of things, M2M.

Operating  Systems:  Unix,  BSD,  Linux  Redhat,  Fedotra,  Ubuntu,  Suse,  Mandrake,  Win2K/XP,  WinNT,
Win7,8 10, Mobile Window 5.0, Nokia Maemo, Symbian, Android, iOS.

Programming Languages: C/C++, Visual C++, Embedded VC++, Perl/Shell script, Java, JSP, JSF, ASP, PHP,
JSON, AJAX, Groovy, CSS/HTML, Struts, Flex, Flash, XML/XSLT, Word, Excel, Present, Outlook.

Computer  Communications: LAN/WLAN,  TCP/IP,  ATM/MPLS,  IP  PBX,  OpenIMSCore,  OpenDHT,
Mobile IP, Mobile 3G/UMTS, Ad hoc Wireless, Overlay, Software-Defined Network, Cloud Service Platforms.","""SKL""","""ICT Skill"""
"Languages Skill

English Professional proficiency

French Professional proficiency

Japanese Professional proficiency

Vietnamese Native language","""SKL""","""Languages Skill"""
"Overview
o With sound experience in Embedded system and Device driver programming
o Project management, Scrum methodology, system design, software architect ","""SKL""","""Overview"""
"Technical Skills
OS
Unix, BSD, Linux (Redhat, Fedora, Ubuntu, Suse, Mandrake, etc), Win2K/XP, 
WinNT, Win7, WinCE, Mobile Window 5.0, Nokia Maemo, Symbian, Android
Languages
C/C++, Visual C++, Embedded VC++, Perl/Shell script, Java, JSP, JSF, ASP, 
PHP, JSON, AJAX, Groovy, CSS/HTML, Struts, Flex, Flash, XML/XSLT
Databases Oracle database, Postgresql DB, Bekerley DB, MySQL, MS SQL Server
Comms & 
Networks
LAN/WLAN, TCP/IP, ATM/MPLS, SIP/SER, IP PBX, OpenIMSCore, OpenDHT, 
Mobile IP, Mobile 3G/UMTS, Ad hoc Wireless, Overlay, Opportunistic networks
Packages MS Visual Studio, MS Office, MS Project Manager, Latex, Miktex, Lynx
Methodologies
& Tools
OOAD, UML, RUP, SCRUM, Apache’s framework, CVS, SVN, Github, Mercury","""SKL""","""Technical Skills"""
"SKILL METRICS
Experiences: 0:  0 month 2:  6 – 12 months 4:  2 – 5 years
1:  1 – 6 months 3:  1 – 2 years 5:  > 5 years
Last used: Last year used
Expertise : 1:  Beginner 3:  Sometimes have to use manuals 5:  Expert
2:  Always have to use manuals 4:  Can solve problems
Experiences Last used
Expertise
1 2 3 4 5
Programming and Scripting Languages
C/C++/Objective C/Android 9 2009 x
MFC library/Embedded VC++ 9 2009 x
Java/J2EE/JSP/Servlet 9 2013 x
XML/XSLT 3 2004 x
ASP.NET/C#/WCF/AJAX 8 2011 x
Linux perl/ shell scripts 7 2011 x
Flex/Action scripts 3 2004 x
Operating System
Windows 2000 5 2006 x
Windows CE 2 2005 x
WindowNT 4.0 5 2002 x
Windows XP 5 2008 x
Linux Fedora, Ubuntu 8 2011 x
Embedded Linux eCos 3 2005 x
Databases 
Oracle 7/8/8i/9i/10G 5 2008 x
MS SQL Server 4 2008 x
MySQL 3 2007 x
Postgre SQL 4 1997 x
Web
MS IIS 2 2004 x
Tomcat 6 2011 x
Apache HTTPD Server 5 2006 x
Analysis and Design Methodology and Tools
UML/Rational Rose 6 2010 x
Languages
English 10 2012 x
French 9 2012 x
Korean/Japanese 2 2006 x","""SKL""","""SKILL METRICS"""
"Technical Expertise
Technology/ Classification .NET Programming
Primary Skills
Experience 
(Months)
Secondary Skills
Experience 
(Months)
.Net framework 32 HTML/ CSS, JavaScript 24
ASP.NET 32 Visual Studio IDE 36
MS SQL Server 12 ASP.NET MVC/ Web API 8
Oracle 24
Additional Skills
Microsoft Office, Rational Rose, Bootstrap, Telerik control, 
Stimulsoft report","""SKL""","""Technical Expertise"""
"Professional strengths
   Strong international and multicultural experience
 Proven analytical and management skills 
 Ability to learn and adapt quickly  
 Ability to build strong, sustainable relationships
 Ability to perform effectively under high-pressure situation 
 Experience in training and coaching ","""SKL""","""Professional strengths"""
"Competences  
 Information Technology : 
•
Servers:       AS400, Unix, NT 
•
Databases:  DB2, Oracle, MySQL, Access  
•
Languages:  SQL, EGL, JAVA, C, Form, Adelia, RPG
•
Analysis methods: OMT, Merise
 Management
•
Project Management  
•
People Management 
•
Financial Management 
•
Global Strategic Management 
•
Change Management 
•
Risk management 
•
Consultant Management 
•
Negotiation Management 
•
Strategic Innovation 
•
Global Marketing 
•
Law of IT and Business 
•
Leadership ","""SKL""","""Competences  """
"Languages
 Mother tongue: Vietnamese 
 Fluent in French
 Fluent in English 
 Basics in Spanish  ","""SKL""","""Languages"""
"Skills
1. Operating Systems:Windows XP, Windows Vista, Windows Server 2003 Enterprise, Windows 7,
Windows Server 2008 Enterprise, Ubuntu, Fedora Core, Macintosh, Windows 8
2. Programming Languages:HTML4, HTML5, XHTML, CSS, JavaScript, VBScript, VBA, VB.NET,
C#.NET, F#.NET, Java, T-SQL, PHP, XML, C, C++, ColdFusion, Perl, Python, Ruby, Ruby on Rails
3. Development Tools:MS Visual Studio .NET 2003/2005/2008/2010/2012, ‎Microsoft SharePoint
Designer, Eclipse, J2EE Wizard, Crystal Report, NetBeans, PHP NuSphere PhpED, Adobe
Dreamweaver, Adobe Flash, MS Expression Blend 3/4, Windows Mobile 6.x, Windows Phone
7.x,IBM WebSphere Studio Device Developer, Qt, Blocks IDE, Bloodshed Dev-C++, and Matlab
4. Database Systems:MS SQL Server 2000/2005/2008/2012, MySQL 5.0/5.1, MS Access 2007/2010,
MySQL 5.0/5.1/5.5, Oracle 10g/11g, PostgreSQL 8.x/ 9.x, HSQLDB, IBM DB2, Sybase, Apache
Derby, IBM Informix, InterBase
5. Office Tools:MS Word 2007/2010, MS Excel 2007/2010, MS Access 2007/2010, MS Power Point
2007/2010
6. Frameworks:.NET Framework 4.5/4.0/3.5/3.0/2.0, ADO.NET Entity Framework 4.x/5.x,
Spring.Net/PHP/Java, JNI, RMI, Java IDL/RMI-IIOP, RPC, J2EE, CORBA, Hibernate, XDoclet,
Microsoft Silverlight, CodeIgniter, Prototype JavaScript, Software Test Automation Frameworks
(Linear, Modular, Data driven, Key-work driven and Hybrid)
7. APIs: Swing, Layout Manager, JNDI, AWT, SWT, EJB, JavaBeans, JSP, COM, COM+, ADO,
ADO.NET, Web Services, jQuery, MFC
8. Content management systems:Umbraco, Orchard Project, DotNetNuke, Composite C1, Kentico
CMS, N2, mojoPortal, Drupal, Joomla, PHP-Nuke, WordPress, ATutor, OpenCms, dotCMS,
OpenWGA, OpenKM, Hippo CMS, VosaoCMS, Liferay, Dspace, EKTRON CMS400.NET
9. Concepts:Oracle Siebel 8.0/8.1/8.2, SAP, IT System lifecycle, IT System Development lifecycle
(SDLC), OOA/OOD/OOAD (UML, Design Patterns, Refactoring), Object-relational
mapping,Network, Unit Module and Systems Level Testing, Cloud computing, Image processing,
graphics programming, hardware/software integrated systems, software architecture, software
quality assurance, Object Role Modeling, Windows Azure, Agile, Design Patterns (MVC, MVVM,
MVP)
10. Application Servers: IIS 5.0/6.0/7.0/7.5, Apache, JBoss, Tomcat, GlassFish, XAMPP, LAMPP
11. Software versioning and revision control systems:Apache Subversion, VisualSVN, CollabNet,
SlikSVN, Win32Svn, Team Foundation Serverand Microsoft Visual SourceSafe
12. Software Testing Concepts: Testing Phrases (Unit, Integration, System & User Acceptance) and
Milestones (Pre-Alpha, Alpha, Beta & GM/Release), Software Testing methods (Glass-box Testing,
Black-box Testing, Gray-box Testing,Requirement Testing, Exploratory Testing, Smoke Testing,
Regression Testing), Test Requirement, Test Case, Bug Report.","""SKL""","""Skills"""
"LANGUAGE AND TECHNICAL SKILL

Highly experienced with OS platforms: Unix, Window, Linux & Mac OS.

Highly experienced with CRM, OMS, E-commerce, WMS, etc.

Highly experienced with Telecom business processes and technologies (LTE, EVDO, 
LTE, VoLTE, IVR, etc.)

Experienced with Databases: Oracle, Microsoft SQL server, MySQL.

Experienced with CMMI & SDLCs: Agile (Scrum, Kanban), Waterfall.

Experienced with Requirements Gathering & Documentations: Use-case, Process 
(Modelling, Specifications and Analysis), Diagrams, DFD, ERD, SRS and Gantt chart.

Experienced in programming languages & platforms: VB.NET, Java, PHP, Javascript, 
CSS, Angular JS and Bootstrap.

Familiar with Database Design and Project (Management and Feasibility) tools as 
Microsoft Visio, Smartsheet, MS Office as well as others as FileZilla, Virtual Box, 
VMWare, Notepad ++, SAP ByDesign, Citrix, SharePoint, Cloud9,...","""SKL""","""LANGUAGE AND TECHNICAL SKILL"""
"LANGUAGE AND TECHNICAL SKILL

Highly experienced with OS platforms: Unix, Window, Linux & Mac OS.

Highly experienced with CRM, OMS, E-commerce, WMS, etc.

Highly experienced with Telecom business processes and technologies (EVDO, LTE, 
VoLTE, IVR, etc.)

Experienced with Databases: Oracle, Microsoft SQL server, MySQL.

Experienced with CMMI & SDLCs: Agile (Scrum, Kanban), Waterfall.

Experienced with Requirements Gathering & Documentations: Use-case, Process 
(Modelling, Specifications and Analysis), Diagrams, DFD, ERD, SRS and Gantt chart.

Experienced in programming languages & platforms: VB.NET, Java, PHP, Javascript, 
CSS, Angular JS and Bootstrap.

Familiar with Database Design and Project (Management and Feasibility) tools as 
Microsoft Visio, Smartsheet, MS Office as well as others as FileZilla, Virtual Box, 
VMWare, Notepad ++, SAP ByDesign, Citrix, SharePoint, Cloud9,...","""SKL""","""LANGUAGE AND TECHNICAL SKILL"""
"PROFILE
•
Resourceful Project Manager with over 8 years, skilled in streamlining operations and maintaining 
schedules to ensure maximum customer satisfaction and business revenue. Expertise in 
coordinating diverse teams and resources to complete objectives. Organized and detail oriented 
with proactive and hard working nature
•
Results oriented Software Engineer with over 8 years experience in analysis, design, 
development, testing and implementation of desktop based applications, networking and 
telecommunication. Proficient in a variety of platforms, languages, and embedded systems.","""SKL""","""PROFILE"""
"SKILLS SUMMARY
Languages: C/C++, .NET C#, VC++, Visual Basic, MFC, PERL, Shell scripts
Operating Systems: UNIX (Linux, SUN Solaris, VxWork), Windows
Networking: TCP/IP, DHCP, HTTP
Object Oriented: UML, Rational Roes Real Time
Database: SQL Server
Tools: ClearCase, GIT, SVN, JIRA","""SKL""","""SKILLS SUMMARY"""
"Skill
IT skills 
 Programming languages: Java, JSP, PHP 
 Databases: Oracle 11g, SQL Server, MySQL 
 Reporting Tools: Pentaho Report Designer, Microsoft SSRS
 Data Integration Tools: Pentaho Kettle, Microsoft SSIS
 Mobile platform: Android 
Soft skills 
 Team work
 Self-study ","""SKL""","""Skill"""
"Languages
English: Toeic 600","""SKL""","""Languages"""
"VI. OTHERS SKILLS

Good at Business Anaylist knowledge using for design database,Web design, C#

Knowledge about .Net,  html, Sql Server...

Communicate well in English.

Ability to adapt with new environment.

Able to work independently as well as in a team and usually propose new ideas.

Work with the highest sense of responsibility

Problem-solving skill","""SKL""","""VI. OTHERS SKILLS"""
"LANGUAGES Speaking Listening Reading Writing
Vietnamese native native native native
English good good very good very good","""SKL""","""LANGUAGES"""
"SKILLS AND ABILITIES
I have several years experience using the following technologies during my jobs and my study:
 Java, C, C++
 TCL, bash script
 XML, WSDL, XSLT, Xquery, XPath
 OOP, UML
 CVS, SVN, GIT, Clearcase
 VHDL, Verilog, Assembly
 JBoss, Oracle, MS SQL, MySQL
 VoIP (Asterisk), DNS
 Network protocols
 QTP, QC","""SKL""","""SKILLS AND ABILITIES"""
"SUMMARY: 
Phuong  graduated  from  Asian  Institute  of  Technology  with  Executive  MBA  degree  and    graduated  from  HCMC  University  of  Polytechnic  with 
Bachelor  degree  in  Computer  Science.  In  addition,  Phuong  has  two  professional  certificates  in  project  management:  Project  Management 
Professional (PMP®) and Certified Scrum Master (CSM).  
Phuong has 12 years of work experience with more than 7 years working in project management, project management office (PMO) management
and  project  management  training.  Phuong  has also well  experienced  in  managing,  training  and  motivating  people  to achieve  the  goals  of  projects, 
PMO and company.","""SKL""","""SUMMARY: """
"SKILLS AND EXPERTISE:
Project management, program management, PMO management,
Project management training, project management competence development, project management methodologies,
Software division setup, PMO setup,
Business analysis, business communication,
Emotional Intelligence, Emotional Intelligence in project management,
Leadership and management,
Conflict handling and problem solving,
People coaching and effective feedback,
Change management.","""SKL""","""SKILLS AND EXPERTISE:"""
"SKILLS & 
KNOWLEDGE
Foreign Languages
- English : IELTS 6.0
- Japanese : Sankyu
IT fields
- Programming Languages : J2EE, EJB, JSP, Servlet, Adobe Flex, PHP, Python, 
XML, HTML, JavaScript, CSS, Ajax, C++, API...
- Programming Tools : Netbean, Eclipse, Visual C++, Flex Builder
- Database : MS Access, MS SQL Server, MySQL, Oracle
- Design : UML, MS Visio
- Graphic : Corel Draw, Photoshop
- Operation : Windows, Linux
- Testing tool : Test Architecture, QTP, Telerik Test Studio, 
Selenium
- Bug Tracking Tool : PeopleSoft, TrackGear
- Experienced Methodology : Agile (XP, Scrum, Sprint)
- Knowledge through AUT : Enterprise System
Need Analysis, Acquisition and Training
Information Security Technology & Management
Contemporary Information System
Special topic (ITIL)
Research and Development
- Others : PMP, Scrum Master, ISTQB
Other Skills:
- Independent or team working
- Working under high pressure with upward spirit
- Analyze, do researches and make reports
- Independent in searching and studying other techniques
- Schedule, manage and control a small team
- Fast learner and eager to learn or experience new things
- Self-organization, negotiation and making plans
- Communication, Presentation...","""SKL""","""SKILLS & KNOWLEDGE"""
"SKILLS & TECHNOLOGIES
Languages Operating Systems Frameworks Database
- C# - Linux (Ubuntu) - ASP.NET + MVC - Oracle
- Ruby on Rails - Windows - Web API - MS SQL
- HTML+CSS - WCF - Raven DB
- Javascript - AngularJs - Mongo DB","""SKL""","""SKILLS & TECHNOLOGIES"""
"QUALIFICATIONS
.Net Asp.Mvc 5, Api , Webform, Entity Framework 5,6 , WPF , WCF, 
Lucene Search , Xml and Xslt, Identity 2.0 , Enterprise Library 5.0, ...
Database Sql server 2005-2008 , Postgresql , MongoDb, MySql  
Android Could design a framework contains Dependency Injection 
(RoboGuice)
Ex : https://github.com/tommyannguyen/trainingSpss 
Opensource NodeJs","""SKL""","""QUALIFICATIONS"""
"Languages  Native Vietnamese
 Fluent English with working abroad experience (USA) 
Traveled to China, Singapore, Thailand, and Malaysia. 
 Beginning French","""SKL""","""Languages"""
"PROFESSIONAL  SKILLS: 
 Language:  C#, Java, UML, SQL.
 Web Technology:  ASP.NET, JSP, HTML, CSS, Jquery.
 Capable of English speaking/writing/reading skills.","""SKL""","""PROFESSIONAL  SKILLS: """
"TECHNICAL SKILLS
Os Window, Android
Languages C#, Java, PHP, HTML/CSS
Databases Microsoft SQL Server, Oracle, MySQL, SQLite
Comms & Networks HTTP
Methodologies & Tools Android Studio, Eclipse, NetBeans, Visual 
Studio, Agile/Scrum","""SKL""","""TECHNICAL SKILLS"""
"SKILL METRICS
Experience:
0: 0 month 1: 1 – 6 months 2: 6 - 12 months 
3: 1 – 2 years 4: 2 – 5 years 5: > 5 years
Last used: Last year used
Expertise:
1: Beginner
2: Always have to use 
manuals 
3: Sometimes 
have to use 
manuals 
4: Can solve problems 5: Expert 
Experience
s
Last 
used
Expertise
1 2 3 4 5
Programming and Scripting Languages
C/C++ 1 2013 x
Microsoft Visual Basic 0
HTML 1 2015 x
JavaScript/VBScript 1 2015 x
Java 2 2014 x
XML 1 2015 x
ASP 0
C# 2 2015 x
JSP 0
SQL 3 2016 x
Operating System
Windows 2000 0
Windows CE 0
WindowNT 4.0 0
Windows XP 0
Window 7/8/8.1 3 2016 x
Databases
Oracle 7/8/8i/9i/10G 1 2014 x
MS SQL Server 2 2016 x
MySQL 1 2015 x
SQLite 1 2014 x
Web
MS IIS 0
Tomcat 0
Apache HTTPD Server 0
Analysis and Design Methodology and Tools
UML/Rational Rose 1 2014 x
Languages
Vietnamese 5 2015 x
English 5 2015 x","""SKL""","""SKILL METRICS"""
"TECHNICAL SKILLS:
Database Technologies
SQL Server 2000, 2005 MySQL MS. Acess
Scripting & Programming Languages
VB, VB.NET, C# C++, VS C++, JAVA ASP.NET, PHP
Javascript XSLT HTML
CSS Action Script
Software Applications
VS.NET 2003, 2005, 2008 MS.Word MS.Excel
Dreamweaver MS.Project MS.Power Point
Networking
Internet LAN","""SKL""","""TECHNICAL SKILLS"""
"OTHER SKILLS:
 Technical Strengths: Good in object oriented programs, requirement analysis, database 
analysis. Strong  in  DOT  NET  (C#,  VB.NET  and  ASP.NET) and  SQL  Server,  Crystal  Report. 
Using Javascript, Ajax, XML, UML and MySQL so good
 Project Management: Knowledge process management and software life cycle
 Project  Coordination  and  Teamwork: Highly  productive  in  team  environments  as  a 
project leader
 Communication:
Able  to  communicate  technical  information  in an  easily  understandable  way.  An 
effective listener
Able to explain to other member to understanding technical and business matter
 Personal  Attributes: Innovative  problem  solver. Committed  to  goal  achievement. 
Diligent. Honest and dependable","""SKL""","""OTHER SKILLS"""
"Summary
• B.Sc. + Msc in IT ( Germany, grade A+), B.A. In Economics, B.Sc. In English
• More than 5 years of experience in software development
• Good knowledge of Databases, Object-Oriented Analysis and Designs
• Good experiences in developing web-based applications
• More than 12 years of working experience, in which more than 2 years for American company, 7 years  in
Germany","""SKL""","""Summary"""
"Skills
• Languages & Scripting: Java, JavaScript,  PHP, HTML, XML,C++
• Middleware: IBM SOA Suite, webMethods SOA Suite, EJB,Spring,Struts..
• Operating Systems: Windows XP/2003
• Databases: MS SQL Server, MySQL, PostgreSQL,  Oracle
• Web Servers: Jboss, WebSphere, webMethods
• Analysis & Design Tools: Websphere Integration Developer, Enterprise Architect, webMethods Designer, Rational
Architect,...
• Methodology: RUP, Agile","""SKL""","""Skills"""
"Skills
Technical Skills Object – Oriented Programming
Familiar with Agile development processes
Source Code Control System: Git, SVN
Good mathematical Knowledge
Problem-Solving Skills and Logic Thinking
Other Skills: English level: Ielts 6.0 (L:6 , R:5.5 , W: 5.5, S: 7)
Strong ability in working independently or in team environment
Experienced in technical communication and time management","""SKL""","""Skills"""
"SKILLS
 Have good knowledge about CSS3, HTML5, Bootstrap , AngularJS, Jquery, Ajax. 
 Ability to code for cross-browser, platforms and devices.
 Ability to create a  responsive layout.
 Ability to slice a  PSD file to HTML/CSS.
 Experience with LESS and SASS  pre-processor.
 Have good knowledge about Object - Oriented Programming, PHP language, MySql. 
 Have working experience with Joomla CMS, Prestashop CMS, Codeigniter Framework.
 Have working experience with version control systems such as SVN, Git.
 Experience working in SCRUM methodology.
 Active and assiduous in work.
 Good English in technical Reading & Writing. ","""SKL""","""SKILLS"""
"Certifications
NAT-TEST Japanese - N5 DEC 2015
IELTS 5.5 Certificate 2016","""SKL""","""Certifications"""
"SKILLS
Team-work
Communication
Self-learning
English
C/C++
Java
HTML/CSS","""SKL""","""SKILLS"""
"Skill Language
English (Intermediate)
Computer Skill
# Operating Systems & Windows for Workgroups
  Advanced # 8 years of use
# Operating Systems & LINUX
  Intermediate # 2 years of use
# Desktop Applications & Photoshop
  Intermediate # 3 years of use
# Networking & LanManager
  Intermediate # 3 years of use
# Desktop Applications & MS Office
  Advanced # 5 years of use
# Databases & MySQL
  Beginner # 1 years of use
# Programming Languages & C Language
  Intermediate # 2 years of use
# Programming Languages & C++ Language
  Intermediate # 1 years of use
# Programming Languages & HTML
  Intermediate # 2 years of use
# Programming Languages & Pascal
  Intermediate # 2 years of use
# Programming Languages & Assembler
  Beginner # 1 years of use
# Programming Languages & PHP
  Beginner # 1 years of use
# Programming Languages & Visual Basic
  Beginner # 1 years of use
Non Technical Skill
# Presentation skills
  Intermediate # 2 years of use
# Management & Supervisory Skills
  Beginner # 2 years of use
# Communication skills
  Intermediate # 2 years of use
Other Skill
N/A","""SKL""","""Skill Language"""
"LANGUAGES AND TECHNOLOGY 
Vietnamese: Native  English: Fluent   French: Basic    Chinese: Basic 
Computer: R, C, Java, able to use any statistical software, VBA, Microsoft Office, Bloomberg, avid web searcher ","""SKL""","""LANGUAGES AND TECHNOLOGY """
"SUMMARY
Accomplished and result-driven business professional possessing strong background in
IT, Marketing, and Operations with proven record of delivering effective and robust
business solutions. Expert on business intelligence, business analysis & requirements,
data analysis, and process design. Excel at project implementation, strategic planning, and
program management.
SKILLS:
Business analysis & requirements
Data analysis
Process design & improvement
Web technologies
Project planning & development
Business intelligence & visualization
TECHNICAL PROFICIENCIES
· RDBMS: SQL Server, Oracle, MySQL
· Platforms: Windows Server 2008/2012 (w/IIS), LAMP, WAMP
· Business Intelligence: Tableau, Microstrategy, Qlikview, BIRST, Microsoft Power BI
· Languages: HTML, CSS, Javascript, PHP, Visual Basic
· Networking: LAN/WAN Administration, VPN, TCP/IP, Routers & Switches","""SKL""","""SUMMARY"""
"SKILL
Project Management
Quality Assurance
Software Development
SQL
Business Intelligence
Business Analysis
Business consulting
Management & Leadership
Consulting & Sales
English - Good
Tableau
Strategic & Analysis Skills
Expat Candidates
*communication Skill, Presentation Skills
IT consulting","""SKL""","""SKILL"""
"Daily works
:
 Write software programs, including design, program, test & write technical 
documentation
 Program applications in compliance with established coding quality standard of the 
company
 Management of assigned internal and external developments
 Process the client's requests, feedback and fix the bugs
 Help the clients in technical support
 Make research and development (finding solution for difficult issues, studying new 
software, reading technical articles, searching new development environment...)
 Attend all regular meetings related to development and production
 Analyzing client requirements and translate them into system requirements
 Communicating project issues and progress with English speaking clients","""SKL""","""Daily works"""
"PROFESSIONAL SKILLS
1. Fluently in Team work.
2. Fluently in working process.
3. Suggestion and resolved problem.
4. Brainstorming, sharing and presentation.
5. Technical skill.

Depth knowledge in Asp. Net MVC, Web API 2, Web Service, Window Service. 
•
Life cycle, request pipeline.
•
Url Routing Module, Router Handler, Mvc Handler.
•
Controller Factory, Controller Builder.
•
Model Binding, Action Method Invocation, Result Execution.

LightSpeed ORM, Entity Framework:
•
Unit of work, Repository pattern, Transaction Isolation.
•
Eager loading, Lazy loading.

Kendo Ui and Kendo MVC.

Front-end:
•
Javascript, Jquery , Jquery validation,  SignarlR socket, Angular js.
•
Boottraps 4, Css 3, Html 5.

Testing: 
•
Selenium automation test.
•
Javascript test - Jasmine.
•
Unit testing.
•
Web performance test, Load test.

C# :
•
LinQ to entities, LinQ to object, LinQ to xml, Dynamic LinQ...
•
Delegate, Expression, Func, Predicate.
•
Windows Workflow Foundation in .NET 4.5
•
MVVM pattern, Repository pattern, Prototype, Build Factory...
•
Performance query, Reflection C#.

Database and Others:
•
Sql transaction, view, procedure, trigger, argent jobs, Index cluster.
•
AutoMapper, Feature Toggle, Json.Net.
•
Mindscape Raygun4net, NLog,SlowCheetah, Sprire.Doc.Net.
7/9, SKL,PROFESSIONAL SKILLS
Ability Jobs
Regular working time : Monday to Friday. ( Balance with work, study and life)
•
MVC 4-5-6 web application.
•
Computer vision / Bigdata
•
E very programming languages, with project have over 1 millions client.","""SKL""","""Ability Jobs"""
"SKILLS
Database
- Oracle Database: 18 Months
- SQL Server: 36 Months
- Postgres SQL12 Months
- My Sql 12 Months
Programming Language
- Java develop 18 Months
- C#.NET: 36 Months
- VB.NET 12 Months
- ASP.NET 36 Months
- JAVASCRIPT 36 Months
Tools
- Eclipse kepler 18 Months
- Jenkins 12 Months
- MS Visual Studio: 36 Months
- Devexpress tool: 18 Months
- Ajax control toolkit: 18 Months
Languages
- English
- Vietnamese","""SKL""","""SKILLS"""
"Technical Skills
Area Details
.NET - C#, ASP.NET,  Entity Framework, Web Service, Web 
API, Asp.net MVC, Silverlight.
- ORM framework : Subsonic, CodeSmith
- Log4net
Web - HTML5, CSS3, XHTML, XML, XSLT, Bootstrap.
- JavaScript framework : JQuery, KnockOutJs, 
AngularJs. 
Database Database System (MS SQL Server 2000, 2005), Database 
Language( SQL, PL/SQL)","""SKL""","""Technical Skills"""
"Other Skills
Verbal and Written Communication
My communication skills have been gained from project presentation and research report at University. I made 
at  least  2  reports  for  each  module  and  present  them  before  lecturer  and  other  students.  Moreover,  my  good 
verbal  and  written  communication  skills  have  been  demonstrated  through  training  job  at  the  FPT  when  my 
projects deliver to customer.
Team Work
I have been involved in many teams, particularly in the projects at University of Informatics as well as my work at 
companies that I joined. I enjoy working with different people with different allocated roles 
Time management and organizational skills
Generally,  I  have  demonstrated  time  management  and  organizational  skills  throughout  my  university  life  and 
company projects. I have effectively organized and planned my work so that projects and assignments can be 
done to schedule and tight deadlines met.","""SKL""","""Other Skills"""
"Capabilities
 Can easily share and learn knowledge
 Good attitude and positive thinking
 Eager to take up responsibilities and ownership of the jobs assigned
 I can work tirelessly for the success of everything entrusted with me.
 I have willingness to play as active and cooperative team member.
 I have to willing to work with team.
 I am self-confident and determined.","""SKL""","""Capabilities"""
"FOREIGN LANGUAGE
English: Intermediate level","""SKL""","""FOREIGN LANGUAGE"""
"Skills
 Technical:

Programing: C++, Java, Python

Design: UML

Database: Oracle
 Soft Skills:

Communication skills

Teamwork and Collaboration

Adaptability","""SKL""","""Skills"""
