",",PUNCT,punct,Testing,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Analysis,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,NOUN,ROOT,Analysis,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
in,ADP,prep,Ability,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Testing,O
CMMI,PROPN,conj,Testing,S-SKILL
",",PUNCT,punct,Testing,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,appos,Ability,E-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
in,ADP,prep,Good,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,pobj,in,E-SKILL
",",PUNCT,punct,Cases,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,conj,Cases,E-SKILL
",",PUNCT,punct,Testing,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,dobj,Good,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
at,ADP,prep,experience,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Applications,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Management,O
Testing,NOUN,npadvmod,experience,S-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
of,ADP,prep,Solid,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Applications,O
Performance,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Testing,O
Performance,NOUN,compound,Testing,B-SKILL
Testing,PROPN,conj,Testing,E-SKILL
0,0,0,0,0
Proficiency,VERB,ROOT,Proficiency,S-LEVEL
at,ADP,prep,Proficiency,O
Automated,PROPN,compound,Testing,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Testing,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,conj,Testing,E-SKILL
",",PUNCT,punct,Cases,O
Web,NOUN,compound,Applications,B-SKILL
Applications,NOUN,conj,Cases,E-SKILL
0,0,0,0,0
Knowledge,NOUN,nmod,Analysis,S-LEVEL
of,ADP,prep,Knowledge,O
Requirements,PROPN,pobj,of,B-SKILL
Analysis,PROPN,ROOT,Analysis,E-SKILL
",",PUNCT,punct,Analysis,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,appos,Analysis,E-SKILL
",",PUNCT,punct,Testing,O
Performance,NOUN,compound,Testing,B-SKILL
Testing,PROPN,appos,Testing,E-SKILL
0,0,0,0,0
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,ROOT,Methodologies,E-SKILL
",",PUNCT,punct,Methodologies,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,conj,Methodologies,E-SKILL
",",PUNCT,punct,Methodologies,O
CMMI,PROPN,conj,Methodologies,S-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
in,ADP,prep,experience,O
SDLC,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,SDLC,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,conj,SDLC,E-SKILL
",",PUNCT,punct,Cases,O
Test,PROPN,compound,Management,B-SKILL
Management,NOUN,dobj,experience,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
in,ADP,prep,Ability,O
CMMI,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Ability,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Ability,E-SKILL
",",PUNCT,punct,Management,O
Test,PROPN,compound,Management,B-SKILL
Management,NOUN,conj,Management,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
of,ADP,prep,experience,O
Testing,NOUN,pobj,of,S-SKILL
",",PUNCT,punct,Testing,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Applications,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,appos,Testing,E-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
at,ADP,prep,Understanding,O
Java,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Java,O
HTML,PROPN,conj,Java,S-SKILL
",",PUNCT,punct,HTML,O
C++,PROPN,appos,HTML,S-SKILL
0,0,0,0,0
Proficiency,NOUN,ROOT,Proficiency,S-LEVEL
of,ADP,prep,Proficiency,O
SDLC,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Proficiency,O
Web,PROPN,compound,Applications,B-SKILL
Applications,PROPN,preconj,",",E-SKILL
",",PUNCT,punct,Applications,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Applications,E-SKILL
0,0,0,0,0
Advanced,ADJ,ROOT,Advanced,S-LEVEL
in,ADP,prep,Advanced,O
Linq,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Linq,O
CSS,NOUN,conj,Linq,S-SKILL
",",PUNCT,punct,CSS,O
Bootstrap,NOUN,appos,CSS,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
in,ADP,prep,Understanding,O
Automation,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Automation,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Assurance,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,appos,Automation,E-SKILL
0,0,0,0,0
Work,VERB,ROOT,Work,B-LEVEL
effectively,ADV,advmod,in,E-LEVEL
in,ADP,prep,Work,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Assurance,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,dobj,Work,E-SKILL
0,0,0,0,0
Intermediate,PROPN,ROOT,Intermediate,S-LEVEL
of,ADP,prep,Intermediate,O
ReactJS,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,ReactJS,O
Linq,PROPN,nmod,ExpressJS,S-SKILL
",",PUNCT,punct,Linq,O
ExpressJS,PROPN,appos,ReactJS,S-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
of,ADP,prep,Ability,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Methodologies,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,appos,Methodologies,E-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
at,ADP,prep,experiences,O
CSS,NOUN,pobj,at,S-SKILL
",",PUNCT,punct,CSS,O
Bootstrap,PROPN,conj,CSS,S-SKILL
",",PUNCT,punct,Bootstrap,O
Linq,PROPN,appos,CSS,S-SKILL
0,0,0,0,0
Intermediate,PROPN,ROOT,Intermediate,S-LEVEL
in,ADP,prep,Intermediate,O
Testing,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Testing,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Management,O
Web,NOUN,compound,Applications,B-SKILL
Applications,NOUN,appos,Testing,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
at,ADP,prep,Ability,O
CMMI,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,CMMI,O
Automation,PROPN,conj,CMMI,S-SKILL
",",PUNCT,punct,Automation,O
SDLC,PROPN,appos,CMMI,S-SKILL
0,0,0,0,0
Advanced,VERB,ROOT,Advanced,S-LEVEL
at,ADP,prep,Advanced,O
HTML,PROPN,pobj,at,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
HTML,NOUN,appos,HTML,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
Bootstrap,VERB,appos,HTML,S-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
of,ADP,prep,Excellent,O
MVC,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,MVC,O
ExpressJS,PROPN,appos,MVC,S-SKILL
",",PUNCT,punct,MVC,O
HTML,NOUN,npadvmod,Excellent,B-SKILL
5,NUM,nummod,HTML,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
at,ADP,prep,experience,O
SDLC,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,SDLC,O
Testing,NOUN,conj,SDLC,S-SKILL
",",PUNCT,punct,Testing,O
Automation,NOUN,conj,Testing,S-SKILL
0,0,0,0,0
Work,VERB,ROOT,Work,B-LEVEL
effectively,ADV,advmod,of,E-LEVEL
of,ADP,prep,Work,O
ASP.NET,NOUN,pobj,of,S-SKILL
",",PUNCT,punct,ASP.NET,O
JQuery,NOUN,conj,ASP.NET,S-SKILL
",",PUNCT,punct,JQuery,O
C++,PROPN,appos,JQuery,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
at,ADP,prep,Understanding,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Management,O
Testing,PROPN,conj,Management,S-SKILL
",",PUNCT,punct,Testing,O
Automation,NOUN,conj,Testing,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
at,ADP,prep,Understanding,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Automation,O
CMMI,PROPN,conj,Automation,S-SKILL
",",PUNCT,punct,CMMI,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,dobj,Understanding,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
in,ADP,prep,Strong,O
Python,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Python,O
ReactJS,PROPN,appos,Python,S-SKILL
",",PUNCT,punct,Python,O
Bootstrap,NOUN,appos,Python,S-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
of,ADP,prep,Strong,O
C#,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,C#,O
HTML,PROPN,conj,C#,S-SKILL
",",PUNCT,punct,HTML,O
Java,PROPN,appos,HTML,S-SKILL
0,0,0,0,0
Good,ADJ,amod,Testing,S-LEVEL
at,ADP,prep,Good,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Management,O
CMMI,PROPN,npadvmod,Management,S-SKILL
",",PUNCT,punct,CMMI,O
Testing,NOUN,ROOT,Testing,S-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
in,ADP,prep,experience,O
Automation,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Management,O
Testing,NOUN,appos,Automation,S-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
of,ADP,prep,Excellent,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Excellent,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,conj,Excellent,E-SKILL
",",PUNCT,punct,Applications,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Applications,E-SKILL
0,0,0,0,0
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,ROOT,Assurance,E-SKILL
",",PUNCT,punct,Assurance,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Analysis,O
Scrum,PROPN,appos,Analysis,S-SKILL
0,0,0,0,0
Advanced,ADJ,ROOT,Advanced,S-LEVEL
in,ADP,prep,Advanced,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Management,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Testing,O
Performance,NOUN,compound,Testing,B-SKILL
Testing,PROPN,conj,Testing,E-SKILL
0,0,0,0,0
Proficiency,VERB,ROOT,Proficiency,S-LEVEL
in,ADP,prep,Proficiency,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Proficiency,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Proficiency,E-SKILL
0,0,0,0,0
Proficiency,NOUN,advcl,Analysis,S-LEVEL
of,ADP,prep,Proficiency,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Management,O
Scrum,PROPN,conj,Management,S-SKILL
",",PUNCT,punct,Analysis,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,NOUN,ROOT,Analysis,E-SKILL
0,0,0,0,0
Advanced,PROPN,ROOT,Advanced,S-LEVEL
of,ADP,prep,Advanced,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Advanced,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,PROPN,conj,Advanced,E-SKILL
",",PUNCT,punct,Analysis,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Analysis,E-SKILL
0,0,0,0,0
Intermediate,PROPN,ROOT,Intermediate,S-LEVEL
in,ADP,prep,Intermediate,O
Automation,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Automation,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,conj,Automation,E-SKILL
",",PUNCT,punct,Cases,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Cases,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
of,ADP,prep,experience,O
Performance,PROPN,compound,Testing,B-SKILL
Testing,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Testing,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Automation,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,appos,experience,E-SKILL
0,0,0,0,0
Knowledge,NOUN,ROOT,Knowledge,S-LEVEL
in,ADP,prep,Knowledge,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Testing,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Testing,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,appos,Knowledge,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
at,ADP,prep,Ability,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Management,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Testing,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Testing,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
of,ADP,prep,Strong,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Methodologies,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Methodologies,E-SKILL
",",PUNCT,punct,Management,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,conj,Management,E-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
in,ADP,prep,Good,O
Java,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Java,O
Javascript,NOUN,conj,Java,S-SKILL
",",PUNCT,punct,Javascript,O
ASP.NET,NOUN,appos,Javascript,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
at,ADP,prep,Understanding,O
SDLC,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,SDLC,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,SDLC,E-SKILL
",",PUNCT,punct,Management,O
CMMI,PROPN,conj,Management,S-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
of,ADP,prep,experiences,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Applications,O
Performance,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Testing,O
Test,PROPN,compound,Management,B-SKILL
Management,NOUN,pobj,of,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
of,ADP,prep,Strong,O
C++,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,C++,O
Linq,PROPN,npadvmod,C++,S-SKILL
",",PUNCT,punct,Linq,O
Python,PROPN,appos,Linq,S-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
of,ADP,prep,experiences,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Management,O
Automation,PROPN,conj,Management,S-SKILL
",",PUNCT,punct,Automation,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,appos,experiences,E-SKILL
0,0,0,0,0
Advanced,VERB,ROOT,Advanced,S-LEVEL
at,ADP,prep,Advanced,O
Scrum,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Scrum,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Scrum,E-SKILL
",",PUNCT,punct,Engineering,O
Software,PROPN,compound,Project,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,appos,Scrum,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
in,ADP,prep,Ability,O
SDLC,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,SDLC,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,SDLC,E-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,appos,Ability,E-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
of,ADP,prep,Good,O
ExpressJS,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,ExpressJS,O
HTML,PROPN,npadvmod,ExpressJS,S-SKILL
",",PUNCT,punct,HTML,O
JQuery,NOUN,npadvmod,Good,S-SKILL
0,0,0,0,0
Advanced,ADJ,ROOT,Advanced,S-LEVEL
of,ADP,prep,Advanced,O
SDLC,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,SDLC,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,SDLC,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,conj,Management,E-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
of,ADP,prep,Good,O
Scrum,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Scrum,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Scrum,E-SKILL
",",PUNCT,punct,Management,O
Testing,NOUN,appos,Scrum,S-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
at,ADP,prep,Ability,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Testing,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Engineering,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,appos,Ability,E-SKILL
0,0,0,0,0
Knowledge,NOUN,nmod,Testing,S-LEVEL
of,ADP,prep,Knowledge,O
Automation,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Automation,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,ROOT,Testing,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
in,ADP,prep,Strong,O
HTML,PROPN,pobj,in,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
ASP.NET,NOUN,appos,HTML,S-SKILL
",",PUNCT,punct,Strong,O
AgularJS,PROPN,npadvmod,Strong,S-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
in,ADP,prep,Strong,O
Performance,PROPN,compound,Testing,B-SKILL
Testing,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Testing,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Assurance,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,appos,Testing,E-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
in,ADP,prep,Understanding,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Applications,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Testing,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,dobj,Understanding,E-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
of,ADP,prep,experiences,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Development,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,conj,Development,E-SKILL
",",PUNCT,punct,Testing,O
CMMI,PROPN,conj,Testing,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
in,ADP,prep,Understanding,O
SDLC,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,SDLC,O
SDLC,PROPN,conj,SDLC,S-SKILL
",",PUNCT,punct,SDLC,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,dobj,Understanding,E-SKILL
0,0,0,0,0
Proficiency,NOUN,ROOT,Proficiency,S-LEVEL
of,ADP,prep,Proficiency,O
MVC,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,MVC,O
ASP.NET,NOUN,conj,MVC,S-SKILL
",",PUNCT,punct,ASP.NET,O
ASP.NET,NOUN,appos,MVC,S-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
of,ADP,prep,experiences,O
HTML,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,HTML,O
Bootstrap,NOUN,conj,HTML,S-SKILL
",",PUNCT,punct,Bootstrap,O
CSS,NOUN,appos,HTML,S-SKILL
0,0,0,0,0
Advanced,ADJ,ROOT,Advanced,S-LEVEL
in,ADP,prep,Advanced,O
Testing,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Testing,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Management,O
Testing,NOUN,appos,Testing,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
in,ADP,prep,Understanding,O
SDLC,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,SDLC,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,SDLC,E-SKILL
",",PUNCT,punct,Management,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,dobj,Understanding,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
at,ADP,prep,Strong,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Assurance,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,conj,Assurance,E-SKILL
",",PUNCT,punct,Cases,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,pobj,at,E-SKILL
0,0,0,0,0
Knowledge,NOUN,ROOT,Knowledge,S-LEVEL
at,ADP,prep,Knowledge,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Applications,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,conj,Management,E-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
in,ADP,prep,Excellent,O
CSS,NOUN,pobj,in,S-SKILL
",",PUNCT,punct,CSS,O
Javascript,NOUN,conj,CSS,S-SKILL
",",PUNCT,punct,Javascript,O
C#,PROPN,punct,Excellent,S-SKILL
0,0,0,0,0
Knowledge,NOUN,ROOT,Knowledge,S-LEVEL
of,ADP,prep,Knowledge,O
ASP.NET,NOUN,pobj,of,S-SKILL
",",PUNCT,punct,ASP.NET,O
HTML,PROPN,conj,ASP.NET,S-SKILL
",",PUNCT,punct,HTML,O
CSS,NOUN,appos,HTML,S-SKILL
0,0,0,0,0
Work,VERB,ROOT,Work,B-LEVEL
effectively,ADV,advmod,at,E-LEVEL
at,ADP,prep,Work,O
MongoDB,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,MongoDB,O
SQL,PROPN,compound,Query,B-SKILL
Query,NOUN,appos,MongoDB,E-SKILL
0,0,0,0,0
Advanced,VERB,ROOT,Advanced,S-LEVEL
in,ADP,prep,Advanced,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,pobj,in,E-SKILL
