LANGUAGES,NOUN,ROOT,LANGUAGES,O
Testing,NOUN,dobj,includes,O
and,CCONJ,cc,Testing,O
Implementation.,PROPN,conj,Testing,O
0,0,0,0,0
•,NOUN,ROOT,•,O
Experienced,VERB,acl,•,O
in,ADP,prep,Experienced,O
multi-tier,ADJ,amod,Development,O
architecture,NOUN,compound,Development,O
Development,NOUN,pobj,in,O
0,0,0,0,0
Technical,PROPN,compound,Skills,O
Skills,PROPN,compound,Profile,O
Profile,PROPN,ROOT,Profile,O
0,0,0,0,0
Operating,VERB,compound,Systems,O
Systems,PROPN,compound,Family,O
Windows,PROPN,compound,OS,S-SKILL
OS,PROPN,compound,Family,O
Family,PROPN,ROOT,Family,O
0,0,0,0,0
Web,PROPN,compound,Technology,O
Technology,NOUN,compound,ASP.NET,O
ASP.NET,NOUN,ROOT,ASP.NET,S-SKILL
2.0,NUM,nummod,ASP.NET,O
"3.5,",NUM,punct,ASP.NET,O
"ASP,",PROPN,amod,JavaScript,O
JavaScript,PROPN,ROOT,JavaScript,S-SKILL
",",PUNCT,punct,JavaScript,O
HTML,PROPN,conj,JavaScript,S-SKILL
",",PUNCT,punct,HTML,O
CSS,NOUN,conj,HTML,S-SKILL
",",PUNCT,punct,CSS,O
AJAX,PROPN,conj,CSS,S-SKILL
",",PUNCT,punct,AJAX,O
XML,NOUN,conj,AJAX,S-SKILL
",",PUNCT,punct,XML,O
Web,NOUN,compound,Services,O
Services,NOUN,conj,XML,O
0,0,0,0,0
Database,NOUN,nmod,Server,O
SQL,PROPN,nmod,Server,B-SKILL
Server,PROPN,ROOT,Server,E-SKILL
and,CCONJ,cc,Server,O
Oracle,NOUN,compound,9i,S-SKILL
9i,NOUN,conj,Server,O
0,0,0,0,0
Language,NOUN,compound,C++,O
"C,",PROPN,compound,C++,O
C++,PROPN,ROOT,C++,S-SKILL
",",PUNCT,punct,C++,O
"C#,",NOUN,compound,VB.NET,O
VB.NET,PROPN,appos,C++,S-SKILL
0,0,0,0,0
Portal,PROPN,compound,Servers,O
Servers,PROPN,compound,Server,O
SharePoint,PROPN,compound,Server,S-SKILL
Server,PROPN,ROOT,Server,O
2003,NUM,npadvmod,Server,O
and,CCONJ,cc,Server,O
"2007,",PROPN,conj,Server,O
Windows,PROPN,compound,Services,B-SKILL
SharePoint,PROPN,compound,Services,M-SKILL
Services,PROPN,ROOT,Services,M-SKILL
3.0,NUM,nummod,Services,E-SKILL
",",PUNCT,punct,Services,O
MOSS.,PROPN,appos,Services,O
0,0,0,0,0
GUI,PROPN,compound,Studio,O
Visual,PROPN,compound,Studio,O
Studio,PROPN,ROOT,Studio,O
2005,NUM,punct,Studio,O
and,CCONJ,cc,Studio,O
"2008,",NUM,nummod,SharePoint,O
SharePoint,PROPN,conj,Studio,S-SKILL
Designer2007,PROPN,ROOT,Designer2007,O
0,0,0,0,0
Technical,PROPN,compound,Summary,O
Summary,PROPN,ROOT,Summary,O
0,0,0,0,0
Has,VERB,ROOT,Has,O
9,NUM,nummod,years,O
years,NOUN,dobj,Has,O
of,ADP,prep,years,O
experience,NOUN,pobj,of,O
in,ADP,prep,experience,O
software,NOUN,pobj,in,O
testing.,NOUN,nsubj,Has,O
Has,VERB,conj,Has,O
four,NUM,nummod,years,O
years,NOUN,dobj,Has,O
of,ADP,prep,years,O
experience,NOUN,pobj,of,O
in,ADP,prep,experience,O
software,NOUN,compound,development,O
development,NOUN,pobj,in,O
and,CCONJ,cc,development,O
design.,NOUN,conj,development,O
Has,VERB,conj,Has,O
good,ADJ,amod,knowledge,S-LEVEL
domain,NOUN,compound,knowledge,O
knowledge,NOUN,dobj,Has,O
in,ADP,prep,knowledge,O
"education,",PROPN,amod,heathcare,O
heathcare,ADJ,nmod,community,O
and,CCONJ,cc,heathcare,O
social,ADJ,conj,heathcare,O
community,NOUN,pobj,in,O
such,ADJ,amod,as,O
as,ADP,prep,community,O
"portal,",NOUN,amod,"forum,",O
"forum,",X,amod,etc.,O
etc.,X,pobj,as,O
0,0,0,0,0
Skills,NOUN,ROOT,Skills,O
0,0,0,0,0
•,PROPN,compound,Languages,O
Languages,PROPN,ROOT,Languages,O
and,CCONJ,cc,Languages,O
Scripting:,PROPN,nummod,HTML,O
HTML,PROPN,conj,Languages,S-SKILL
",",PUNCT,punct,HTML,O
DHTML,PROPN,appos,HTML,S-SKILL
",",PUNCT,punct,DHTML,O
ASP.Net,PROPN,conj,DHTML,S-SKILL
",",PUNCT,punct,ASP.Net,O
"C#,",PROPN,compound,VB,O
VB,PROPN,conj,ASP.Net,S-SKILL
",",PUNCT,punct,VB,O
Java,PROPN,compound,script,B-SKILL
script,NOUN,conj,VB,E-SKILL
",",PUNCT,punct,script,O
XML,NOUN,appos,script,S-SKILL
0,0,0,0,0
•,NOUN,ROOT,•,O
Operating,VERB,acl,•,O
Systems:,PROPN,nmod,XP,O
Windows,PROPN,nmod,XP,S-SKILL
2003,NUM,nummod,Windows,O
XP,PROPN,npadvmod,Operating,O
2000,NUM,nummod,XP,O
0,0,0,0,0
•,PROPN,compound,Databases,O
Databases,NOUN,ROOT,Databases,S-LEVEL
:,PUNCT,punct,Databases,O
SQL,PROPN,compound,Server,B-SKILL
Server,NOUN,appos,Databases,E-SKILL
2000,NUM,nummod,Server,O
",",PUNCT,punct,Server,O
Oracle,NOUN,compound,9i,S-SKILL
9i,NOUN,compound,10g,O
10g,NOUN,appos,Server,O
0,0,0,0,0
•,PROPN,compound,Analysis,O
Analysis,PROPN,ROOT,Analysis,O
and,CCONJ,cc,Analysis,O
Design,PROPN,conj,Analysis,S-SKILL
Tools:,PROPN,nummod,UML,O
Rational,PROPN,compound,UML,O
Rose,PROPN,compound,UML,O
UML,PROPN,conj,Analysis,S-SKILL
",",PUNCT,punct,UML,O
"Visio,",PROPN,compound,Corel,O
Microsoft,PROPN,compound,Corel,O
"Project,",PROPN,compound,Corel,O
Auto,PROPN,compound,Corel,O
"Cad,",PROPN,compound,Corel,O
Corel,PROPN,compound,Office,O
"draw,",X,compound,Office,O
"Photoshop,",PROPN,compound,Office,O
Flash,PROPN,compound,Office,O
"MX,",PROPN,compound,Office,O
Microsoft,PROPN,compound,Office,O
Office,PROPN,ROOT,Office,O
0,0,0,0,0
•,PUNCT,ROOT,•,O
Testing,PROPN,ROOT,Testing,O
Tools:,PROPN,nummod,Center,O
Quick,PROPN,compound,Test,O
Test,PROPN,compound,Center,O
"Pro,",PROPN,compound,Center,O
HP,PROPN,compound,Center,O
Quality,PROPN,compound,Center,O
Center,PROPN,dobj,Testing,O
0,0,0,0,0
•,PROPN,compound,Management,O
Configuration,PROPN,compound,Management,O
Management,PROPN,ROOT,Management,O
Tools:,PROPN,nummod,SVN,O
Visual,ADJ,compound,"SourceSafe,",O
"SourceSafe,",PROPN,compound,SVN,O
SVN,PROPN,appos,Management,S-SKILL
0,0,0,0,0
•,PROPN,ROOT,•,O
Tracking,PROPN,acl,•,O
Tools:,PROPN,compound,JIRA,O
JIRA,PROPN,dobj,Tracking,S-SKILL
",",PUNCT,punct,JIRA,O
DMS,PROPN,appos,JIRA,O
0,0,0,0,0
•,NOUN,nsubj,Have,O
Have,VERB,ROOT,Have,O
knowledge,NOUN,dobj,Have,O
of,ADP,prep,knowledge,O
Data,PROPN,compound,"Warehouse,",O
"Warehouse,",PROPN,pobj,of,O
SharePoint,PROPN,appos,"Warehouse,",S-SKILL
"2007,",PROPN,nummod,SharePoint,O
Software,PROPN,compound,"Estimation,",O
"Estimation,",PROPN,compound,"Kaizen,",O
"CMMi5,",PROPN,compound,"Kaizen,",O
"Kaizen,",PROPN,ROOT,"Kaizen,",O
"6-Sigma,",VERB,compound,5S,O
5S,PROPN,npadvmod,"Kaizen,",O
0,0,0,0,0
Personal,ADJ,amod,qualities,O
qualities,NOUN,ROOT,qualities,O
0,0,0,0,0
•,PUNCT,ROOT,•,O
Keeping,VERB,acl,•,O
“Can,NOUN,amod,attitude,O
do”,NOUN,intj,attitude,O
attitude,NOUN,dobj,Keeping,O
0,0,0,0,0
•,PUNCT,ROOT,•,O
"Activeness,",X,ROOT,"Activeness,",O
"self-motivator,",X,appos,"Activeness,",O
Good,ADJ,amod,organization,S-LEVEL
organization,NOUN,ROOT,organization,O
and,CCONJ,cc,organization,O
communication,NOUN,compound,skills,S-SKILL
skills,NOUN,conj,organization,O
0,0,0,0,0
•,NOUN,compound,Sense,O
Sense,NOUN,npadvmod,eagerness,O
of,ADP,prep,Sense,O
responsibility,NOUN,pobj,of,S-SKILL
",",PUNCT,punct,eagerness,O
eagerness,NOUN,ROOT,eagerness,O
to,PART,aux,learn,O
learn,VERB,acl,eagerness,O
and,CCONJ,cc,learn,O
work,VERB,conj,learn,O
0,0,0,0,0
•,PROPN,compound,Ability,O
Ability,NOUN,nsubj,work,O
to,PART,aux,work,O
work,VERB,acl,Ability,B-SKILL
independently,ADV,advmod,work,E-SKILL
as,ADV,advmod,as,O
well,ADV,advmod,as,O
as,ADP,cc,Ability,O
teams,NOUN,nsubj,work,O
work,VERB,ROOT,work,O
0,0,0,0,0
3.,PUNCT,meta,Skills,O
1,NUM,nummod,Skills,O
Skills,PROPN,ROOT,Skills,O
and,CCONJ,cc,Skills,O
Experience,NOUN,conj,Skills,O
0,0,0,0,0
*Standard,PROPN,ROOT,*Standard,O
of,ADP,prep,*Standard,O
“Depth,NOUN,pobj,of,O
of,ADP,prep,“Depth,O
Knowledge”:,PROPN,pobj,of,O
0,0,0,0,0
“1”,PROPN,amod,Need,O
Need,VERB,ROOT,Need,O
of,ADP,prep,Need,O
the,DET,det,instruction,O
instruction,NOUN,pobj,of,O
or,CCONJ,cc,instruction,O
help,NOUN,conj,instruction,O
by,ADP,prep,instruction,O
others,NOUN,pobj,by,O
+,SYM,cc,others,O
Easy,ADJ,compound,Programming,O
Programming,PROPN,conj,others,O
0,0,0,0,0
“2”,PROPN,nsubj,Need,O
Need,PROPN,ROOT,Need,O
of,ADP,prep,Need,O
the,DET,det,instruction,O
instruction,NOUN,pobj,of,O
or,CCONJ,cc,instruction,O
help,NOUN,conj,instruction,O
by,ADP,prep,instruction,O
others,NOUN,pobj,by,O
+,SYM,cc,others,O
Difficult,ADJ,compound,Programming,O
Programming,NOUN,conj,others,O
0,0,0,0,0
“3”,PROPN,compound,Needless,O
Needless,PROPN,ROOT,Needless,O
of,ADP,prep,Needless,O
the,DET,det,instruction,O
instruction,NOUN,pobj,of,O
or,CCONJ,cc,instruction,O
help,NOUN,conj,instruction,O
by,ADP,prep,instruction,O
others,NOUN,pobj,by,O
+,SYM,cc,others,O
Easy,ADJ,compound,Programming,O
Programming,PROPN,conj,others,O
0,0,0,0,0
“4”,PROPN,compound,Needless,O
Needless,PROPN,ROOT,Needless,O
of,ADP,prep,Needless,O
the,DET,det,instruction,O
instruction,NOUN,pobj,of,O
or,CCONJ,cc,instruction,O
help,NOUN,conj,instruction,O
by,ADP,prep,instruction,O
others,NOUN,pobj,by,O
+,SYM,cc,others,O
Difficult,ADJ,compound,Programming,O
Programming,NOUN,conj,others,O
0,0,0,0,0
“5”,PROPN,amod,Programming,O
Difficult,PROPN,compound,Programming,O
Programming,PROPN,ROOT,Programming,O
+,SYM,cc,Programming,O
Ability,PROPN,conj,Programming,O
to,PART,aux,teach,O
teach,VERB,acl,Ability,O
others,NOUN,dobj,teach,O
0,0,0,0,0
Programming,PROPN,compound,Depth,O
Language,NOUN,nmod,Depth,O
Ver.,PROPN,compound,Depth,O
Depth,NOUN,ROOT,Depth,O
of,ADP,prep,Depth,O
Knowledge,PROPN,nmod,Period,O
Experienced,VERB,compound,Period,O
Period,PROPN,compound,Year,O
Year,PROPN,compound,Comments,O
Comments,NOUN,pobj,of,O
0,0,0,0,0
C,PROPN,compound,C++,O
C++,PROPN,ROOT,C++,S-SKILL
3,NUM,nummod,C++,O
1,NUM,nummod,C++,O
0,0,0,0,0
C#,PROPN,ROOT,C#,O
4,NUM,nummod,1,O
1,NUM,nummod,C#,O
0,0,0,0,0
VB,PROPN,ROOT,VB,S-SKILL
4,NUM,nummod,1,O
1,NUM,nummod,VB,O
0,0,0,0,0
PHP,PROPN,ROOT,PHP,S-SKILL
3,NUM,nummod,1,O
1,NUM,nummod,PHP,O
0,0,0,0,0
DataBase,NOUN,nmod,Depth,O
Ver.,PROPN,nmod,Depth,O
Depth,NOUN,nmod,Comments,O
of,ADP,prep,Depth,O
Knowledge,PROPN,pobj,of,O
Experienced,VERB,compound,Period,O
Period,PROPN,compound,Year,O
Year,PROPN,compound,Comments,O
Comments,NOUN,ROOT,Comments,O
0,0,0,0,0
SQL,PROPN,compound,Server,B-SKILL
Server,NOUN,ROOT,Server,E-SKILL
4,NUM,nummod,2,O
2,NUM,appos,Server,O
0,0,0,0,0
MySQL,PROPN,ROOT,MySQL,S-SKILL
3,NUM,nummod,MySQL,O
1,NUM,nummod,3,O
0,0,0,0,0
Middleware,PROPN,compound,Depth,O
Framework,PROPN,nmod,Depth,O
Ver.,PROPN,compound,Depth,O
Depth,NOUN,nmod,Comments,O
of,ADP,prep,Depth,O
Knowledge,PROPN,pobj,of,O
Experienced,VERB,compound,Period,O
Period,PROPN,compound,Year,O
Year,PROPN,compound,Comments,O
Comments,NOUN,ROOT,Comments,O
0,0,0,0,0
.NET,PUNCT,ROOT,.NET,B-SKILL
Framework,NOUN,ROOT,Framework,E-SKILL
3.5,NUM,nummod,3,O
3,NUM,nummod,Framework,O
2,NUM,nummod,Framework,O
0,0,0,0,0
3.,PUNCT,meta,Skills,O
2,NUM,nummod,Skills,O
Skills,PROPN,ROOT,Skills,O
and,CCONJ,cc,Skills,O
Experience,NOUN,conj,Skills,O
For,ADP,prep,Skills,O
Others,PROPN,compound,Infrastructure,O
-,PUNCT,punct,Infrastructure,O
"Network,",PROPN,compound,Infrastructure,O
Infrastructure,NOUN,compound,etc.,O
etc.,X,pobj,For,O
0,0,0,0,0
Your,ADJ,poss,Software,O
Major:,PROPN,compound,Software,O
Software,PROPN,ROOT,Software,O
0,0,0,0,0
Explanation,NOUN,ROOT,Explanation,O
about,ADP,prep,Explanation,O
your,ADJ,poss,Major:,O
Major:,PROPN,pobj,about,O
0,0,0,0,0
Your,ADJ,poss,Thesis,O
Thesis,NOUN,nsubj,"system,",O
or,CCONJ,cc,Thesis,O
Latest,ADJ,amod,management,O
Reserch:,PROPN,compound,Restaurant,O
Restaurant,PROPN,compound,management,O
management,NOUN,conj,Thesis,O
"system,",PROPN,ROOT,"system,",O
Selling,VERB,ROOT,Selling,O
ticket,NOUN,compound,bus,O
bus,NOUN,compound,system,O
system,NOUN,dobj,Selling,O
0,0,0,0,0
Explanation,NOUN,ROOT,Explanation,O
about,ADP,prep,Explanation,O
your,ADJ,poss,Major:,O
Major:,PROPN,pobj,about,O
0,0,0,0,0
-,PUNCT,punct,system,O
Restaurant,NOUN,compound,system,O
managment,NOUN,compound,system,O
system,NOUN,nsubj,is,O
is,VERB,ROOT,is,O
a,DET,det,management,O
software,NOUN,compound,system,O
system,NOUN,compound,management,O
employee,NOUN,compound,management,O
management,NOUN,attr,is,O
and,CCONJ,cc,management,O
customers.,NOUN,conj,management,O
0,0,0,0,0
It,PRON,nsubj,allows,O
allows,VERB,ROOT,allows,O
users,NOUN,nsubj,insert,O
to,PART,aux,insert,O
insert,VERB,ccomp,allows,O
delete,ADJ,amod,employees,O
update,NOUN,compound,employees,O
employees,NOUN,dobj,insert,O
and,CCONJ,cc,insert,O
"customers,....In",PROPN,compound,"addition,",O
"addition,",X,conj,insert,O
a,DET,det,number,O
number,NOUN,dobj,allows,O
of,ADP,prep,number,O
other,ADJ,amod,functions,O
functions,NOUN,pobj,of,O
such,ADJ,amod,as,O
as,ADP,prep,functions,O
selecting,VERB,pcomp,as,O
"dishes,",NOUN,dobj,selecting,O
calculating,VERB,conj,selecting,O
"money,",NOUN,dobj,calculating,O
…,PUNCT,punct,allows,O
0,0,0,0,0
-,PUNCT,punct,Selling,O
Selling,VERB,amod,system,O
ticket,NOUN,compound,bus,O
bus,NOUN,compound,system,O
system,NOUN,nsubj,is,O
is,VERB,ROOT,is,O
a,DET,det,website.,O
website.,NOUN,attr,is,O
It,PRON,nsubj,allows,O
allows,VERB,ROOT,allows,O
users,NOUN,nsubj,book,O
to,PART,aux,book,O
book,VERB,ccomp,allows,O
tickets,NOUN,dobj,book,O
online,ADV,amod,route,O
"bus,",ADJ,amod,route,O
search,NOUN,compound,bus,O
bus,NOUN,compound,route,O
route,NOUN,dobj,book,O
"vehicles,…",PROPN,ccomp,allows,O
0,0,0,0,0
FACILITY,NOUN,ROOT,FACILITY,O
0,0,0,0,0
,VERB,compound,Professional,O
Professional,PROPN,ROOT,Professional,O
knowledge:,PROPN,nummod,Professional,O
0,0,0,0,0
1.,PUNCT,meta,Expert,O
Expert,PROPN,ROOT,Expert,O
and,CCONJ,cc,Expert,O
experienced,VERB,conj,Expert,O
in,ADP,prep,experienced,O
programming,NOUN,pobj,in,O
with,ADP,prep,programming,O
these,DET,det,OOP,O
languages:,NOUN,nmod,Object,O
Object,PROPN,compound,OOP,B-SKILL
Oriented,PROPN,compound,Programming,M-SKILL
Programming,PROPN,compound,OOP,M-SKILL
OOP,PROPN,pobj,with,E-SKILL
",",PUNCT,punct,OOP,O
C#,PROPN,conj,OOP,O
and,CCONJ,cc,C#,O
C++,PROPN,conj,C#,S-SKILL
.,PUNCT,punct,Expert,O
.Net,PUNCT,punct,Expert,S-SKILL
knowledge,NOUN,nsubj,is,O
is,VERB,ROOT,is,O
quite,ADV,advmod,good,O
good,ADJ,acomp,is,S-LEVEL
.,PUNCT,punct,is,O
I,PRON,nsubj,have,O
have,VERB,ROOT,have,O
good,ADJ,amod,knowledge,S-LEVEL
knowledge,NOUN,dobj,have,O
in,ADP,prep,knowledge,O
database,NOUN,pobj,in,O
and,CCONJ,cc,database,O
SQL,PROPN,conj,database,S-SKILL
.,PUNCT,punct,have,O
Beside,ADP,prep,got,O
"that,",PROPN,nummod,I’ve,O
I’ve,PROPN,pobj,Beside,O
got,VERB,ROOT,got,O
Java,PROPN,compound,base,S-SKILL
base,NOUN,compound,knowledge,B-LEVEL
knowledge,NOUN,dobj,got,E-LEVEL
.,PUNCT,punct,got,O
0,0,0,0,0
2.,PUNCT,meta,Have,O
Have,VERB,ROOT,Have,O
good,ADJ,amod,knowledge,S-LEVEL
knowledge,NOUN,dobj,Have,O
at,ADP,prep,Have,O
Base,PROPN,compound,Structure,B-SKILL
Data,PROPN,compound,Structure,M-SKILL
Structure,PROPN,pobj,at,E-SKILL
.,PUNCT,punct,Have,O
0,0,0,0,0
3.,PUNCT,meta,Have,O
Have,VERB,ROOT,Have,O
good,ADJ,amod,knowledge,S-LEVEL
knowledge,NOUN,dobj,Have,O
at,ADP,prep,Have,O
SQL,PROPN,compound,Server,B-SKILL
Server,PROPN,pobj,at,E-SKILL
.,PUNCT,punct,Have,O
0,0,0,0,0
4.,PUNCT,meta,Understand,O
Understand,VERB,ROOT,Understand,O
well,ADV,advmod,Understand,O
in,ADP,prep,Understand,O
Learning,PROPN,compound,Machine,B-SKILL
Machine,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Machine,O
Artificial,PROPN,compound,Intelligence,B-SKILL
Intelligence,PROPN,conj,Machine,E-SKILL
",",PUNCT,punct,Intelligence,O
Base,PROPN,compound,System.,S-LEVEL
Knowledge,PROPN,compound,System.,O
System.,PROPN,appos,Machine,O
0,0,0,0,0
5.,PUNCT,meta,Expert,O
Expert,NOUN,ROOT,Expert,S-LEVEL
in,ADP,prep,Expert,O
using,VERB,pcomp,in,O
computer,NOUN,nmod,software,O
and,CCONJ,cc,computer,O
office,NOUN,conj,computer,O
software,NOUN,compound,Word,O
Word,PROPN,dobj,using,S-SKILL
",",PUNCT,punct,Word,O
Excel,PROPN,conj,Word,S-SKILL
",",PUNCT,punct,Excel,O
Powerpoint,PROPN,conj,Excel,S-SKILL
0,0,0,0,0
6.,PUNCT,meta,Foreign,O
Foreign,ADJ,ROOT,Foreign,O
language:,NOUN,nmod,English,O
English,PROPN,dobj,Foreign,S-SKILL
.,PUNCT,punct,Foreign,O
Have,VERB,csubj,is,O
a,DET,det,skill,O
good,ADJ,amod,skill,S-LEVEL
skill,NOUN,dobj,Have,O
at,ADP,prep,skill,O
reading,VERB,pobj,at,O
and,CCONJ,cc,reading,O
understanding,VERB,conj,reading,O
English,PROPN,nmod,skill,S-SKILL
"documents,",PROPN,nmod,skill,O
writing,NOUN,compound,skill,O
skill,NOUN,dobj,understanding,O
is,VERB,ROOT,is,O
quite,ADV,advmod,good,O
good,ADJ,acomp,is,S-LEVEL
.,PUNCT,punct,is,O
0,0,0,0,0
,VERB,compound,Work,O
Work,NOUN,ROOT,Work,O
skills:,ADV,nmod,Work,O
0,0,0,0,0
1.,PUNCT,meta,Work,O
Work,VERB,ROOT,Work,B-SKILL
independently,ADV,advmod,Work,E-SKILL
",",PUNCT,punct,Work,O
seriously,ADV,advmod,with,O
with,ADP,prep,Work,O
specific,ADJ,amod,plan,O
plan,NOUN,pobj,with,O
and,CCONJ,cc,plan,O
high,ADJ,amod,responsibility,B-SKILL
responsibility,NOUN,conj,plan,E-SKILL
.,PUNCT,punct,Work,O
0,0,0,0,0
2.,PUNCT,meta,"creative,",O
"Confident,",PROPN,compound,"active,",O
"active,",PROPN,compound,"creative,",O
"creative,",PROPN,ROOT,"creative,",O
fast,ADV,advmod,in,O
in,ADP,prep,"creative,",O
programming,NOUN,pobj,in,O
and,CCONJ,cc,programming,O
solving,VERB,conj,programming,O
problem.,PUNCT,punct,"creative,",O
0,0,0,0,0
3.,PUNCT,meta,Indulge,O
Indulge,VERB,ROOT,Indulge,O
and,CCONJ,cc,Indulge,O
be,VERB,conj,Indulge,O
receptive,ADJ,acomp,be,O
with,ADP,prep,receptive,O
new,ADJ,amod,technology.,O
"knowledge,",NOUN,amod,technology.,O
technology.,NOUN,pobj,with,O
0,0,0,0,0
4.,PUNCT,meta,Have,O
Have,VERB,ROOT,Have,O
good,ADJ,amod,ability,S-LEVEL
satisfying,VERB,amod,ability,O
ability,NOUN,dobj,Have,O
and,CCONJ,cc,Have,O
can,VERB,aux,work,O
work,VERB,conj,Have,O
under,ADP,prep,work,O
high,ADJ,amod,work,O
work,NOUN,pobj,under,O
pressure.,NOUN,nsubj,Have,O
0,0,0,0,0
5.,PUNCT,meta,Willing,O
Willing,VERB,ROOT,Willing,O
to,PART,aux,take,O
take,VERB,xcomp,Willing,O
on,PART,prt,take,O
difficult,ADJ,amod,works,O
works,NOUN,dobj,take,O
which,ADJ,nsubjpass,entrusted,O
are,VERB,auxpass,entrusted,O
entrusted,VERB,relcl,works,O
by,ADP,agent,entrusted,O
superior.,NOUN,pobj,by,O
0,0,0,0,0
,VERB,ROOT,,O
Other,ADJ,compound,skills:,O
skills:,PROPN,nmod,,O
0,0,0,0,0
1.,PUNCT,meta,Work,O
Work,VERB,ROOT,Work,O
in,ADP,prep,Work,O
group,NOUN,pobj,in,O
well,ADV,advmod,Work,O
0,0,0,0,0
2.,PUNCT,meta,is,O
Presentation,NOUN,compound,skill,O
skill,NOUN,nsubj,is,O
is,VERB,ROOT,is,O
good,ADJ,acomp,is,S-LEVEL
.,PUNCT,punct,is,O
0,0,0,0,0
3.,PUNCT,meta,is,O
Persuasion,NOUN,nsubj,is,O
is,VERB,ROOT,is,O
effective.,NOUN,attr,is,O
0,0,0,0,0
4.,PUNCT,meta,behave,O
"Communicate,",PROPN,nsubj,behave,O
behave,VERB,ROOT,behave,O
and,CCONJ,cc,behave,O
establish,VERB,conj,behave,O
relationship,NOUN,dobj,establish,O
well.,NOUN,punct,behave,O
0,0,0,0,0
KNOWLEDGE,NOUN,ROOT,KNOWLEDGE,O
0,0,0,0,0
,PROPN,compound,Programming,O
Programming,NOUN,ROOT,Programming,O
0,0,0,0,0
-,PUNCT,punct,Telerik,O
.Net,PUNCT,punct,Telerik,S-SKILL
",",PUNCT,punct,Telerik,O
Sharepoint,PROPN,nmod,Telerik,B-SKILL
2013,NUM,nummod,Sharepoint,E-SKILL
",",PUNCT,punct,Sharepoint,O
Telerik,PROPN,ROOT,Telerik,S-SKILL
",",PUNCT,punct,Telerik,O
0,0,0,0,0
-,PUNCT,punct,C,O
C,PROPN,ROOT,C,S-SKILL
",",PUNCT,punct,C,O
C++,PROPN,conj,C,S-SKILL
",",PUNCT,punct,C++,O
"C#SKILL*]#,",PROPN,appos,C,B-SKILL
[@Java,X,nmod,…,E-SKILL
",",PUNCT,punct,[@Java,O
Javascript,PROPN,conj,[@Java,S-SKILL
",",PUNCT,punct,Javascript,O
Jquery,PROPN,appos,Javascript,S-SKILL
",",PUNCT,punct,Jquery,O
",",PUNCT,punct,Javascript,O
PHP,PROPN,appos,Javascript,S-SKILL
",",PUNCT,punct,…,O
XML,NOUN,compound,…,S-SKILL
…,PUNCT,ROOT,…,O
0,0,0,0,0
,PROPN,ROOT,,O
Database:,PROPN,punct,,O
0,0,0,0,0
-,PUNCT,punct,MySQL,O
MySQL,PROPN,ROOT,MySQL,S-SKILL
",",PUNCT,punct,MySQL,O
SQL,PROPN,compound,Server,B-SKILL
Server,PROPN,npadvmod,MySQL,E-SKILL
.,PUNCT,punct,MySQL,O
0,0,0,0,0
,PROPN,compound,Networking,O
Networking,NOUN,ROOT,Networking,O
0,0,0,0,0
-,PUNCT,punct,learned,O
I,PRON,nsubj,learned,O
have,VERB,aux,learned,O
learned,VERB,ROOT,learned,O
some,DET,det,knowledge,O
basic,ADJ,amod,knowledge,B-LEVEL
knowledge,NOUN,dobj,learned,E-LEVEL
about,ADP,prep,knowledge,O
computer,NOUN,compound,network,B-SKILL
network,NOUN,pobj,about,E-SKILL
.,PUNCT,punct,learned,O
0,0,0,0,0
,PROPN,compound,Computer,O
Office,PROPN,compound,Computer,O
Computer,PROPN,ROOT,Computer,O
:,PUNCT,punct,Computer,O
0,0,0,0,0
-,PUNCT,punct,Powerpoint,O
MS,PROPN,compound,Powerpoint,B-SKILL
Word,PROPN,compound,Powerpoint,E-SKILL
MS,PROPN,compound,Powerpoint,B-SKILL
Excel,PROPN,compound,Powerpoint,E-SKILL
MS,PROPN,compound,Powerpoint,B-SKILL
Powerpoint,PROPN,ROOT,Powerpoint,E-SKILL
0,0,0,0,0
,PROPN,compound,Hardware,O
Hardware,NOUN,ROOT,Hardware,O
:,PUNCT,punct,Hardware,O
0,0,0,0,0
-,PUNCT,punct,Install,O
Install,VERB,ROOT,Install,O
and,CCONJ,cc,Install,O
fix,VERB,conj,Install,O
computer.,ADV,dobj,fix,O
0,0,0,0,0
FOREIGN,ADJ,amod,LANGUAGES:,O
LANGUAGES:,PROPN,ROOT,LANGUAGES:,O
0,0,0,0,0
,PROPN,compound,English,O
English,PROPN,ROOT,English,S-SKILL
:,PUNCT,punct,English,O
0,0,0,0,0
-,PUNCT,punct,level,O
Advanced,ADJ,amod,level,B-LEVEL
level,NOUN,compound,General,E-LEVEL
General,PROPN,compound,English,O
English,PROPN,ROOT,English,S-SKILL
and,CCONJ,cc,English,O
Conversation.,PROPN,conj,English,O
0,0,0,0,0
-,PUNCT,punct,Reading,O
Reading,VERB,amod,documents,O
documents,NOUN,ROOT,documents,O
in,ADP,prep,documents,O
English,PROPN,pobj,in,S-SKILL
.,PUNCT,punct,documents,O
0,0,0,0,0
PERSONAL,ADJ,amod,SKILLS:,O
SKILLS:,NOUN,ROOT,SKILLS:,O
0,0,0,0,0
,PROPN,ROOT,,O
A,DET,det,spirit,O
spirit,NOUN,ROOT,spirit,O
of,ADP,prep,spirit,O
high,ADJ,amod,responsibility,B-SKILL
responsibility,NOUN,pobj,of,E-SKILL
.,PUNCT,punct,spirit,O
0,0,0,0,0
